"actor_name","title","length","filmlen_groups"
"Kirsten Paltrow","Boondock Ballroom",76,"Group 2"
"Kirsten Paltrow","Born Spinal",179,"Group 3"
"Kirsten Paltrow","Chicken Hellfighters",122,"Group 3"
"Kirsten Paltrow","Closer Bang",58,"Group 1"
"Kirsten Paltrow","Conquerer Nuts",173,"Group 3"
"Kirsten Paltrow","Drifter Commandments",61,"Group 2"
"Kirsten Paltrow","Encino Elf",143,"Group 3"
"Kirsten Paltrow","Flash Wars",123,"Group 3"
"Kirsten Paltrow","Hanover Galaxy",47,"Group 1"
"Kirsten Paltrow","Home Pity",185,"Group 4"
"Kirsten Paltrow","Honey Ties",84,"Group 2"
"Kirsten Paltrow","Kill Brotherhood",54,"Group 1"
"Kirsten Paltrow","Ladybugs Armageddon",113,"Group 2"
"Kirsten Paltrow","Lord Arizona",108,"Group 2"
"Kirsten Paltrow","Pinocchio Simon",103,"Group 2"
"Kirsten Paltrow","Pluto Oleander",84,"Group 2"
"Kirsten Paltrow","Prix Undefeated",115,"Group 2"
"Kirsten Paltrow","Pulp Beverly",89,"Group 2"
"Kirsten Paltrow","River Outlaw",149,"Group 3"
"Kirsten Paltrow","Road Roxanne",158,"Group 3"
"Kirsten Paltrow","Silverado Goldfinger",74,"Group 2"
"Kirsten Paltrow","Sleeping Suspects",129,"Group 3"
"Kirsten Paltrow","Thief Pelican",135,"Group 3"
"Kirsten Paltrow","Titans Jerk",91,"Group 2"
"Kirsten Paltrow","Unbreakable Karate",62,"Group 2"
"Kirsten Paltrow","Won Dares",105,"Group 2"
"Elvis Marx","Alabama Devil",114,"Group 2"
"Elvis Marx","Anaconda Confessions",92,"Group 2"
"Elvis Marx","Barefoot Manchurian",129,"Group 3"
"Elvis Marx","Borrowers Bedazzled",63,"Group 2"
"Elvis Marx","Caddyshack Jedi",52,"Group 1"
"Elvis Marx","Chitty Lock",107,"Group 2"
"Elvis Marx","Evolution Alter",174,"Group 3"
"Elvis Marx","Expecations Natural",138,"Group 3"
"Elvis Marx","Gangs Pride",185,"Group 4"
"Elvis Marx","Goodfellas Salute",56,"Group 1"
"Elvis Marx","Hobbit Alien",157,"Group 3"
"Elvis Marx","Hook Chariots",49,"Group 1"
"Elvis Marx","Jericho Mulan",171,"Group 3"
"Elvis Marx","Jumping Wrath",74,"Group 2"
"Elvis Marx","Kentuckian Giant",169,"Group 3"
"Elvis Marx","Lovely Jingle",65,"Group 2"
"Elvis Marx","Motions Details",166,"Group 3"
"Elvis Marx","Odds Boogie",48,"Group 1"
"Elvis Marx","Outlaw Hanky",148,"Group 3"
"Elvis Marx","Polish Brooklyn",61,"Group 2"
"Elvis Marx","Right Cranes",153,"Group 3"
"Elvis Marx","Roof Champion",101,"Group 2"
"Elvis Marx","Seattle Expecations",110,"Group 2"
"Elvis Marx","Sky Miracle",132,"Group 3"
"Elvis Marx","Trojan Tomorrow",52,"Group 1"
"Elvis Marx","Waterfront Deliverance",61,"Group 2"
"Sandra Kilmer","Agent Truman",169,"Group 3"
"Sandra Kilmer","Artist Coldblooded",170,"Group 3"
"Sandra Kilmer","Blackout Private",85,"Group 2"
"Sandra Kilmer","Bull Shawshank",125,"Group 3"
"Sandra Kilmer","Candidate Perdition",70,"Group 2"
"Sandra Kilmer","Candles Grapes",135,"Group 3"
"Sandra Kilmer","Cassidy Wyoming",61,"Group 2"
"Sandra Kilmer","Darn Forrester",185,"Group 4"
"Sandra Kilmer","Destiny Saturday",56,"Group 1"
"Sandra Kilmer","Divide Monster",68,"Group 2"
"Sandra Kilmer","Driver Annie",159,"Group 3"
"Sandra Kilmer","Goldmine Tycoon",153,"Group 3"
"Sandra Kilmer","Gorgeous Bingo",108,"Group 2"
"Sandra Kilmer","Hellfighters Sierra",75,"Group 2"
"Sandra Kilmer","Hocus Frida",141,"Group 3"
"Sandra Kilmer","Hotel Happiness",181,"Group 4"
"Sandra Kilmer","Identity Lover",119,"Group 2"
"Sandra Kilmer","Jumping Wrath",74,"Group 2"
"Sandra Kilmer","Lovely Jingle",65,"Group 2"
"Sandra Kilmer","Magnolia Forrester",171,"Group 3"
"Sandra Kilmer","Oleander Clue",161,"Group 3"
"Sandra Kilmer","Oz Liaisons",85,"Group 2"
"Sandra Kilmer","Personal Ladybugs",118,"Group 2"
"Sandra Kilmer","Poseidon Forever",159,"Group 3"
"Sandra Kilmer","Savannah Town",84,"Group 2"
"Sandra Kilmer","Shakespeare Saddle",60,NULL
"Sandra Kilmer","Sleeping Suspects",129,"Group 3"
"Sandra Kilmer","Sons Interview",184,"Group 4"
"Sandra Kilmer","Speed Suit",124,"Group 3"
"Sandra Kilmer","Splendor Patton",134,"Group 3"
"Sandra Kilmer","State Wasteland",113,"Group 2"
"Sandra Kilmer","Stranger Strangers",139,"Group 3"
"Sandra Kilmer","Streak Ridgemont",132,"Group 3"
"Sandra Kilmer","Streetcar Intentions",73,"Group 2"
"Sandra Kilmer","Vanished Garden",142,"Group 3"
"Sandra Kilmer","Wolves Desire",55,"Group 1"
"Sandra Kilmer","Youth Kick",179,"Group 3"
"Cameron Streep","Adaptation Holes",50,"Group 1"
"Cameron Streep","Blues Instinct",50,"Group 1"
"Cameron Streep","Calendar Gunfight",120,NULL
"Cameron Streep","Casualties Encino",179,"Group 3"
"Cameron Streep","Chocolate Duck",132,"Group 3"
"Cameron Streep","Coast Rainbow",55,"Group 1"
"Cameron Streep","Connection Microcosmos",115,"Group 2"
"Cameron Streep","Crow Grease",104,"Group 2"
"Cameron Streep","Cupboard Sinners",56,"Group 1"
"Cameron Streep","Doom Dancing",68,"Group 2"
"Cameron Streep","Drop Waterfront",178,"Group 3"
"Cameron Streep","Elephant Trojan",126,"Group 3"
"Cameron Streep","Freedom Cleopatra",133,"Group 3"
"Cameron Streep","Haunted Antitrust",76,"Group 2"
"Cameron Streep","Instinct Airport",116,"Group 2"
"Cameron Streep","Legally Secretary",113,"Group 2"
"Cameron Streep","Mob Duffel",105,"Group 2"
"Cameron Streep","Movie Shakespeare",53,"Group 1"
"Cameron Streep","Panic Club",102,"Group 2"
"Cameron Streep","Pure Runner",121,"Group 3"
"Cameron Streep","Seven Swarm",127,"Group 3"
"Cameron Streep","Spinal Rocky",138,"Group 3"
"Cameron Streep","Splash Gump",175,"Group 3"
"Cameron Streep","West Lion",159,"Group 3"
"Kevin Bloom","American Circus",129,"Group 3"
"Kevin Bloom","Boogie Amelie",121,"Group 3"
"Kevin Bloom","Citizen Shrek",165,"Group 3"
"Kevin Bloom","Conquerer Nuts",173,"Group 3"
"Kevin Bloom","Dalmations Sweden",106,"Group 2"
"Kevin Bloom","Date Speed",104,"Group 2"
"Kevin Bloom","Destiny Saturday",56,"Group 1"
"Kevin Bloom","Double Wrath",177,"Group 3"
"Kevin Bloom","Fiction Christmas",72,"Group 2"
"Kevin Bloom","Hate Handicap",107,"Group 2"
"Kevin Bloom","Heavenly Gun",49,"Group 1"
"Kevin Bloom","Holes Brannigan",128,"Group 3"
"Kevin Bloom","Loverboy Attacks",162,"Group 3"
"Kevin Bloom","Massage Image",161,"Group 3"
"Kevin Bloom","Mission Zoolander",164,"Group 3"
"Kevin Bloom","Mummy Creatures",160,"Group 3"
"Kevin Bloom","Polish Brooklyn",61,"Group 2"
"Kevin Bloom","Primary Glass",53,"Group 1"
"Kevin Bloom","Sabrina Midnight",99,"Group 2"
"Kevin Bloom","Sweden Shining",176,"Group 3"
"Kevin Bloom","Trouble Date",61,"Group 2"
"Rip Crawford","Alabama Devil",114,"Group 2"
"Rip Crawford","American Circus",129,"Group 3"
"Rip Crawford","Arabia Dogma",62,"Group 2"
"Rip Crawford","Boulevard Mob",63,"Group 2"
"Rip Crawford","Brannigan Sunrise",121,"Group 3"
"Rip Crawford","Bucket Brotherhood",133,"Group 3"
"Rip Crawford","Chocolat Harry",101,"Group 2"
"Rip Crawford","Craft Outfield",64,"Group 2"
"Rip Crawford","Cyclone Family",176,"Group 3"
"Rip Crawford","Destination Jerk",76,"Group 2"
"Rip Crawford","Donnie Alley",125,"Group 3"
"Rip Crawford","Fool Mockingbird",158,"Group 3"
"Rip Crawford","Forrest Sons",63,"Group 2"
"Rip Crawford","Frontier Cabin",183,"Group 4"
"Rip Crawford","Gables Metropolis",161,"Group 3"
"Rip Crawford","Guys Falcon",84,"Group 2"
"Rip Crawford","Hall Cassidy",51,"Group 1"
"Rip Crawford","Lonely Elephant",67,"Group 2"
"Rip Crawford","Madison Trap",147,"Group 3"
"Rip Crawford","Massage Image",161,"Group 3"
"Rip Crawford","Oklahoma Jumanji",58,"Group 1"
"Rip Crawford","Oscar Gold",115,"Group 2"
"Rip Crawford","Pittsburgh Hunchback",134,"Group 3"
"Rip Crawford","Polish Brooklyn",61,"Group 2"
"Rip Crawford","Range Moonwalker",147,"Group 3"
"Rip Crawford","Rings Heartbreakers",58,"Group 1"
"Rip Crawford","Saints Bride",125,"Group 3"
"Rip Crawford","Saturday Lambs",150,"Group 3"
"Rip Crawford","Siege Madre",111,"Group 2"
"Rip Crawford","Sorority Queen",184,"Group 4"
"Rip Crawford","Texas Watch",179,"Group 3"
"Rip Crawford","Train Bunch",71,"Group 2"
"Rip Crawford","Tramp Others",171,"Group 3"
"Julia Mcqueen","Amadeus Holy",113,"Group 2"
"Julia Mcqueen","Arabia Dogma",62,"Group 2"
"Julia Mcqueen","Bonnie Holocaust",63,"Group 2"
"Julia Mcqueen","Cider Desire",101,"Group 2"
"Julia Mcqueen","Coneheads Smoochy",112,"Group 2"
"Julia Mcqueen","Effect Gladiator",107,"Group 2"
"Julia Mcqueen","Freddy Storm",65,"Group 2"
"Julia Mcqueen","Games Bowfinger",119,"Group 2"
"Julia Mcqueen","Gladiator Westward",173,"Group 3"
"Julia Mcqueen","Hanover Galaxy",47,"Group 1"
"Julia Mcqueen","High Encino",84,"Group 2"
"Julia Mcqueen","Insider Arizona",78,"Group 2"
"Julia Mcqueen","Jawbreaker Brooklyn",118,"Group 2"
"Julia Mcqueen","Kiss Glory",163,"Group 3"
"Julia Mcqueen","Kramer Chocolate",171,"Group 3"
"Julia Mcqueen","Lucky Flying",97,"Group 2"
"Julia Mcqueen","Mockingbird Hollywood",60,NULL
"Julia Mcqueen","Monterey Labyrinth",158,"Group 3"
"Julia Mcqueen","Open African",131,"Group 3"
"Julia Mcqueen","Pilot Hoosiers",50,"Group 1"
"Julia Mcqueen","Pittsburgh Hunchback",134,"Group 3"
"Julia Mcqueen","President Bang",144,"Group 3"
"Julia Mcqueen","Scorpion Apollo",137,"Group 3"
"Julia Mcqueen","Sleepless Monsoon",64,"Group 2"
"Julia Mcqueen","Spirit Flintstones",149,"Group 3"
"Julia Mcqueen","Strangers Graffiti",119,"Group 2"
"Julia Mcqueen","Sweethearts Suspects",108,"Group 2"
"Julia Mcqueen","Telemark Heartbreakers",152,"Group 3"
"Julia Mcqueen","Ties Hunger",111,"Group 2"
"Julia Mcqueen","Train Bunch",71,"Group 2"
"Julia Mcqueen","Weekend Personal",134,"Group 3"
"Julia Mcqueen","Wonka Sea",85,"Group 2"
"Julia Mcqueen","Young Language",183,"Group 4"
"Woody Hoffman","Alice Fantasia",94,"Group 2"
"Woody Hoffman","Atlantis Cause",170,"Group 3"
"Woody Hoffman","Beach Heartbreakers",122,"Group 3"
"Woody Hoffman","Birch Antitrust",162,"Group 3"
"Woody Hoffman","Breaking Home",169,"Group 3"
"Woody Hoffman","Bunch Minds",63,"Group 2"
"Woody Hoffman","Duck Racer",116,"Group 2"
"Woody Hoffman","Durham Panky",154,"Group 3"
"Woody Hoffman","Entrapment Satisfaction",176,"Group 3"
"Woody Hoffman","Gilmore Boiled",163,"Group 3"
"Woody Hoffman","Knock Warlock",71,"Group 2"
"Woody Hoffman","Lambs Cincinatti",144,"Group 3"
"Woody Hoffman","Loser Hustler",80,"Group 2"
"Woody Hoffman","Maiden Home",138,"Group 3"
"Woody Hoffman","Midnight Westward",86,"Group 2"
"Woody Hoffman","Moonwalker Fool",184,"Group 4"
"Woody Hoffman","Neighbors Charade",161,"Group 3"
"Woody Hoffman","None Spiking",83,"Group 2"
"Woody Hoffman","Pajama Jawbreaker",126,"Group 3"
"Woody Hoffman","Pilot Hoosiers",50,"Group 1"
"Woody Hoffman","Room Roman",60,NULL
"Woody Hoffman","Shootist Superfly",67,"Group 2"
"Woody Hoffman","Shrunk Divine",139,"Group 3"
"Woody Hoffman","Snowman Rollercoaster",62,"Group 2"
"Woody Hoffman","Spice Sorority",141,"Group 3"
"Woody Hoffman","Spy Mile",112,"Group 2"
"Woody Hoffman","Telegraph Voyage",148,"Group 3"
"Woody Hoffman","Trap Guys",110,"Group 2"
"Woody Hoffman","Wait Cider",112,"Group 2"
"Woody Hoffman","Wife Turn",183,"Group 4"
"Woody Hoffman","Wyoming Storm",100,"Group 2"
"Alec Wayne","Aladdin Calendar",63,"Group 2"
"Alec Wayne","Blade Polish",114,"Group 2"
"Alec Wayne","Bull Shawshank",125,"Group 3"
"Alec Wayne","Cabin Flash",53,"Group 1"
"Alec Wayne","Center Dinosaur",152,"Group 3"
"Alec Wayne","Chamber Italian",117,"Group 2"
"Alec Wayne","Coneheads Smoochy",112,"Group 2"
"Alec Wayne","Destiny Saturday",56,"Group 1"
"Alec Wayne","Effect Gladiator",107,"Group 2"
"Alec Wayne","Encounters Curtain",92,"Group 2"
"Alec Wayne","Express Lonely",178,"Group 3"
"Alec Wayne","Fiction Christmas",72,"Group 2"
"Alec Wayne","Freedom Cleopatra",133,"Group 3"
"Alec Wayne","Fugitive Maguire",83,"Group 2"
"Alec Wayne","Hours Rage",122,"Group 3"
"Alec Wayne","Hustler Party",83,"Group 2"
"Alec Wayne","Identity Lover",119,"Group 2"
"Alec Wayne","Insider Arizona",78,"Group 2"
"Alec Wayne","Jeopardy Encino",102,"Group 2"
"Alec Wayne","Joon Northwest",105,"Group 2"
"Alec Wayne","Liberty Magnificent",138,"Group 3"
"Alec Wayne","Magic Mallrats",117,"Group 2"
"Alec Wayne","Money Harold",135,"Group 3"
"Alec Wayne","Outbreak Divine",169,"Group 3"
"Alec Wayne","Reign Gentlemen",82,"Group 2"
"Alec Wayne","Smoking Barbarella",50,"Group 1"
"Alec Wayne","Summer Scarface",53,"Group 1"
"Alec Wayne","Uptown Young",84,"Group 2"
"Alec Wayne","Virgin Daisy",179,"Group 3"
"Sandra Peck","Academy Dinosaur",86,"Group 2"
"Sandra Peck","Bang Kwai",87,"Group 2"
"Sandra Peck","Beethoven Exorcist",151,"Group 3"
"Sandra Peck","Beverly Outlaw",85,"Group 2"
"Sandra Peck","Birds Perdition",61,"Group 2"
"Sandra Peck","Boondock Ballroom",76,"Group 2"
"Sandra Peck","Dude Blindness",132,"Group 3"
"Sandra Peck","Dumbo Lust",119,"Group 2"
"Sandra Peck","Enough Raging",158,"Group 3"
"Sandra Peck","Excitement Eve",51,"Group 1"
"Sandra Peck","Family Sweet",155,"Group 3"
"Sandra Peck","Firehouse Vietnam",103,"Group 2"
"Sandra Peck","Flash Wars",123,"Group 3"
"Sandra Peck","Gilbert Pelican",114,"Group 2"
"Sandra Peck","Matrix Snowman",56,"Group 1"
"Sandra Peck","Rings Heartbreakers",58,"Group 1"
"Sandra Peck","Silence Kane",67,"Group 2"
"Sandra Peck","Stagecoach Armageddon",112,"Group 2"
"Sandra Peck","Virginian Pluto",164,"Group 3"
"Sissy Sobieski","Born Spinal",179,"Group 3"
"Sissy Sobieski","Chitty Lock",107,"Group 2"
"Sissy Sobieski","Clyde Theory",139,"Group 3"
"Sissy Sobieski","Coast Rainbow",55,"Group 1"
"Sissy Sobieski","Crazy Home",136,"Group 3"
"Sissy Sobieski","Factory Dragon",144,"Group 3"
"Sissy Sobieski","Ferris Mother",142,"Group 3"
"Sissy Sobieski","Gone Trouble",84,"Group 2"
"Sissy Sobieski","Greek Everyone",176,"Group 3"
"Sissy Sobieski","Hoosiers Birdcage",176,"Group 3"
"Sissy Sobieski","Mob Duffel",105,"Group 2"
"Sissy Sobieski","Open African",131,"Group 3"
"Sissy Sobieski","Prix Undefeated",115,"Group 2"
"Sissy Sobieski","Rocky War",145,"Group 3"
"Sissy Sobieski","Shrunk Divine",139,"Group 3"
"Sissy Sobieski","Sky Miracle",132,"Group 3"
"Sissy Sobieski","Telemark Heartbreakers",152,"Group 3"
"Sissy Sobieski","Wisdom Worker",98,"Group 2"
"Tim Hackman","Behavior Runaway",100,"Group 2"
"Tim Hackman","Boiled Dares",102,"Group 2"
"Tim Hackman","Bucket Brotherhood",133,"Group 3"
"Tim Hackman","Calendar Gunfight",120,NULL
"Tim Hackman","Chaplin License",146,"Group 3"
"Tim Hackman","Crusade Honey",112,"Group 2"
"Tim Hackman","Cupboard Sinners",56,"Group 1"
"Tim Hackman","Deep Crusade",51,"Group 1"
"Tim Hackman","Feud Frogmen",98,"Group 2"
"Tim Hackman","Fiddler Lost",75,"Group 2"
"Tim Hackman","Harold French",168,"Group 3"
"Tim Hackman","Homeward Cider",103,"Group 2"
"Tim Hackman","Hoosiers Birdcage",176,"Group 3"
"Tim Hackman","Lights Deer",174,"Group 3"
"Tim Hackman","Meet Chocolate",80,"Group 2"
"Tim Hackman","Mob Duffel",105,"Group 2"
"Tim Hackman","Mummy Creatures",160,"Group 3"
"Tim Hackman","Packer Madigan",84,"Group 2"
"Tim Hackman","Peach Innocent",160,"Group 3"
"Tim Hackman","Pearl Destiny",74,"Group 2"
"Tim Hackman","Snatchers Montezuma",74,"Group 2"
"Tim Hackman","Uptown Young",84,"Group 2"
"Tim Hackman","Wizard Coldblooded",75,"Group 2"
"Milla Peck","Barefoot Manchurian",129,"Group 3"
"Milla Peck","Calendar Gunfight",120,NULL
"Milla Peck","Chance Resurrection",70,"Group 2"
"Milla Peck","Clash Freddy",81,"Group 2"
"Milla Peck","Daughter Madigan",59,"Group 1"
"Milla Peck","Dream Pickup",135,"Group 3"
"Milla Peck","Fatal Haunted",91,"Group 2"
"Milla Peck","Feathers Metal",104,"Group 2"
"Milla Peck","Jacket Frisco",181,"Group 4"
"Milla Peck","Juggler Hardly",54,"Group 1"
"Milla Peck","Midnight Westward",86,"Group 2"
"Milla Peck","Necklace Outbreak",132,"Group 3"
"Milla Peck","Peach Innocent",160,"Group 3"
"Milla Peck","Prejudice Oleander",98,"Group 2"
"Milla Peck","Raiders Antitrust",82,"Group 2"
"Milla Peck","Robbers Joon",102,"Group 2"
"Milla Peck","Rock Instinct",102,"Group 2"
"Milla Peck","Rushmore Mermaid",150,"Group 3"
"Milla Peck","Seattle Expecations",110,"Group 2"
"Milla Peck","Teen Apollo",74,"Group 2"
"Milla Peck","Temple Attraction",71,"Group 2"
"Milla Peck","Watership Frontier",112,"Group 2"
"Milla Peck","Whisperer Giant",59,"Group 1"
"Milla Peck","Wrong Behavior",178,"Group 3"
"Audrey Olivier","Atlantis Cause",170,"Group 3"
"Audrey Olivier","Boulevard Mob",63,"Group 2"
"Audrey Olivier","Caper Motions",176,"Group 3"
"Audrey Olivier","Cassidy Wyoming",61,"Group 2"
"Audrey Olivier","Coneheads Smoochy",112,"Group 2"
"Audrey Olivier","Control Anthem",185,"Group 4"
"Audrey Olivier","Dorado Notting",139,"Group 3"
"Audrey Olivier","French Holiday",99,"Group 2"
"Audrey Olivier","Gunfighter Mussolini",127,"Group 3"
"Audrey Olivier","Halloween Nuts",47,"Group 1"
"Audrey Olivier","Human Graffiti",68,"Group 2"
"Audrey Olivier","Kane Exorcist",92,"Group 2"
"Audrey Olivier","Knock Warlock",71,"Group 2"
"Audrey Olivier","Loathing Legally",140,"Group 3"
"Audrey Olivier","Peak Forever",80,"Group 2"
"Audrey Olivier","Redemption Comforts",179,"Group 3"
"Audrey Olivier","Sense Greek",54,"Group 1"
"Audrey Olivier","Ship Wonderland",104,"Group 2"
"Audrey Olivier","Side Ark",52,"Group 1"
"Audrey Olivier","Squad Fish",136,"Group 3"
"Audrey Olivier","Sting Personal",93,"Group 2"
"Audrey Olivier","Stranger Strangers",139,"Group 3"
"Audrey Olivier","Usual Untouchables",128,"Group 3"
"Audrey Olivier","Volume House",132,"Group 3"
"Audrey Olivier","Whale Bikini",109,"Group 2"
"Judy Dean","Aladdin Calendar",63,"Group 2"
"Judy Dean","Arachnophobia Rollercoaster",147,"Group 3"
"Judy Dean","Ballroom Mockingbird",173,"Group 3"
"Judy Dean","Cyclone Family",176,"Group 3"
"Judy Dean","Drop Waterfront",178,"Group 3"
"Judy Dean","Gunfighter Mussolini",127,"Group 3"
"Judy Dean","Modern Dorado",74,"Group 2"
"Judy Dean","Mussolini Spoilers",180,NULL
"Judy Dean","Nash Chocolat",180,NULL
"Judy Dean","Quest Mussolini",177,"Group 3"
"Judy Dean","Rings Heartbreakers",58,"Group 1"
"Judy Dean","Rocketeer Mother",178,"Group 3"
"Judy Dean","Rugrats Shakespeare",109,"Group 2"
"Judy Dean","Soldiers Evolution",185,"Group 4"
"Judy Dean","Trouble Date",61,"Group 2"
"Burt Dukakis","Alien Center",46,"Group 1"
"Burt Dukakis","Blindness Gun",103,"Group 2"
"Burt Dukakis","Commandments Express",59,"Group 1"
"Burt Dukakis","Dinosaur Secretary",63,"Group 2"
"Burt Dukakis","Double Wrath",177,"Group 3"
"Burt Dukakis","Ending Crowds",85,"Group 2"
"Burt Dukakis","Greek Everyone",176,"Group 3"
"Burt Dukakis","Grinch Massage",150,"Group 3"
"Burt Dukakis","Gun Bonnie",100,"Group 2"
"Burt Dukakis","Guys Falcon",84,"Group 2"
"Burt Dukakis","Heaven Freedom",48,"Group 1"
"Burt Dukakis","Home Pity",185,"Group 4"
"Burt Dukakis","Homeward Cider",103,"Group 2"
"Burt Dukakis","Image Princess",178,"Group 3"
"Burt Dukakis","Intolerable Intentions",63,"Group 2"
"Burt Dukakis","Jerk Paycheck",172,"Group 3"
"Burt Dukakis","Kane Exorcist",92,"Group 2"
"Burt Dukakis","King Evolution",184,"Group 4"
"Burt Dukakis","Menagerie Rushmore",147,"Group 3"
"Burt Dukakis","Money Harold",135,"Group 3"
"Burt Dukakis","Motions Details",166,"Group 3"
"Burt Dukakis","Random Go",73,"Group 2"
"Burt Dukakis","Range Moonwalker",147,"Group 3"
"Burt Dukakis","Reap Unfaithful",136,"Group 3"
"Burt Dukakis","Right Cranes",153,"Group 3"
"Burt Dukakis","Talented Homicide",173,"Group 3"
"Burt Dukakis","Truman Crazy",92,"Group 2"
"Burt Dukakis","Valentine Vanishing",48,"Group 1"
"Burt Dukakis","Wanda Chamber",107,"Group 2"
"Val Bolger","Aladdin Calendar",63,"Group 2"
"Val Bolger","Alaska Phantom",136,"Group 3"
"Val Bolger","Amadeus Holy",113,"Group 2"
"Val Bolger","Canyon Stock",85,"Group 2"
"Val Bolger","Caper Motions",176,"Group 3"
"Val Bolger","Carrie Bunch",114,"Group 2"
"Val Bolger","Chitty Lock",107,"Group 2"
"Val Bolger","Dalmations Sweden",106,"Group 2"
"Val Bolger","Drifter Commandments",61,"Group 2"
"Val Bolger","Dude Blindness",132,"Group 3"
"Val Bolger","Elephant Trojan",126,"Group 3"
"Val Bolger","Fireball Philadelphia",148,"Group 3"
"Val Bolger","Intrigue Worst",181,"Group 4"
"Val Bolger","Jawbreaker Brooklyn",118,"Group 2"
"Val Bolger","Jersey Sassy",60,NULL
"Val Bolger","Lambs Cincinatti",144,"Group 3"
"Val Bolger","Lonely Elephant",67,"Group 2"
"Val Bolger","Maker Gables",136,"Group 3"
"Val Bolger","Mallrats United",133,"Group 3"
"Val Bolger","Metropolis Coma",64,"Group 2"
"Val Bolger","Model Fish",175,"Group 3"
"Val Bolger","Paths Control",118,"Group 2"
"Val Bolger","Patient Sister",99,"Group 2"
"Val Bolger","Prejudice Oleander",98,"Group 2"
"Val Bolger","Primary Glass",53,"Group 1"
"Val Bolger","Shawshank Bubble",80,"Group 2"
"Val Bolger","Stallion Sundance",130,"Group 3"
"Val Bolger","Stampede Disturbing",75,"Group 2"
"Val Bolger","Stranger Strangers",139,"Group 3"
"Val Bolger","Town Ark",136,"Group 3"
"Val Bolger","United Pilot",164,"Group 3"
"Val Bolger","Watch Tracy",78,"Group 2"
"Val Bolger","Wedding Apollo",70,"Group 2"
"Val Bolger","Working Microcosmos",74,"Group 2"
"Val Bolger","Youth Kick",179,"Group 3"
"Tom Mckellen","Analyze Hoosiers",181,"Group 4"
"Tom Mckellen","Caddyshack Jedi",52,"Group 1"
"Tom Mckellen","Club Graffiti",65,"Group 2"
"Tom Mckellen","Congeniality Quest",87,"Group 2"
"Tom Mckellen","Desire Alien",76,"Group 2"
"Tom Mckellen","Donnie Alley",125,"Group 3"
"Tom Mckellen","Egg Igby",67,"Group 2"
"Tom Mckellen","Freedom Cleopatra",133,"Group 3"
"Tom Mckellen","Frisco Forrest",51,"Group 1"
"Tom Mckellen","Gentlemen Stage",125,"Group 3"
"Tom Mckellen","Idaho Love",172,"Group 3"
